Startup ID,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
1612,E-commerce,7,3207785934.98,16033952578.7,15,Australia,2014,118.92
1613,Blockchain,2,3853798575.86,16546681198.69,16,India,2002,113.94
1614,EdTech,7,3941928807.14,6994377204.4,32,Germany,2011,143.67
1615,HealthTech,8,2146190222.69,7503373988.5,16,Singapore,2015,14.23
1616,Blockchain,5,3238396532.82,13765068393.96,30,Singapore,2013,134.35
1617,HealthTech,2,1700488766.14,5654200634.91,10,France,2013,127.37
1618,AI,7,3021048697.09,4821327859.83,36,UK,2002,16.68
1619,Biotech,1,3305518255.36,14461954809.22,26,UK,2002,71.82
1620,E-commerce,9,4992832778.52,22502116330.62,15,Germany,2019,138.98
1621,EdTech,8,3532647475.17,16577509360.91,23,Singapore,2019,50.58
1622,Blockchain,1,2324056620.03,6429846862.47,13,France,2023,18.03
1623,HealthTech,7,316820317.9,477739449.26,14,Australia,2006,166.76
1624,AI,9,3632915706.35,7005519987.13,5,France,2012,112.5
1625,Biotech,5,1417475470.97,4020338392.63,2,China,2009,147.09
1626,Fintech,8,4514535275.96,11035852041.68,28,Brazil,2018,64.84
1627,Blockchain,2,1847513590.95,3767333615.86,7,France,2010,73.51
1628,AI,5,788303831.78,2937869183.14,25,China,2020,66.59
1629,HealthTech,6,159264142.22,619001571.54,2,Singapore,2018,139.37
1630,EdTech,3,2823868450.58,5786836677.27,32,USA,2015,185.48
1631,SaaS,9,1195837325.44,5038811785.94,27,Canada,2007,184.26
1632,SaaS,9,2897735585.77,11621452612.07,28,Singapore,2012,153.53
1633,Biotech,5,3183909353.24,11320229536.04,32,USA,2012,195.39
1634,HealthTech,2,4241447036.26,15693696456.96,1,China,2016,126.84
1635,AI,6,1050181625.75,4446152862.5,11,USA,2001,155.12
1636,HealthTech,3,1984242235.75,5619499784.9,7,Canada,2015,96.75
1637,SaaS,5,4051993789.05,16098942856.6,14,China,2023,161.93
1638,EdTech,6,500008971.93,2333566710.18,20,France,2008,155.21
1639,AI,10,1189574297.41,4583345081.81,8,Germany,2021,154.55
1640,EdTech,7,2875090233.01,5960828153.74,23,Canada,2016,61.57
1641,SaaS,7,3943079588.32,17527378439.22,27,France,2023,55.31
1642,SaaS,5,4308535420.02,20136990027.09,45,India,2010,184.23
1643,EdTech,3,1067560553.4,4793933361.3,11,UK,2006,5.47
1644,Fintech,1,4539429560.45,9919561132.02,7,France,2004,162.04
1645,AI,5,2931622738.08,5674496665.54,5,China,2001,169.22
1646,Fintech,3,4497789336.46,18875356084.7,29,Brazil,2005,92.32
1647,Biotech,8,2681103573.31,12631141607.84,49,Singapore,2014,116.74
1648,SaaS,8,867190888.84,3542744225.24,47,India,2002,126.59
1649,Blockchain,1,1934232601.06,6343960623.55,50,Brazil,2009,41.55
1650,EdTech,1,474653867.3,1671410660.68,23,UK,2009,150.06
1651,E-commerce,2,1208489660.56,4744237100.46,21,India,2008,150.43
1652,E-commerce,3,2906243022.22,4981677506.39,13,Australia,2000,76.47
1653,SaaS,10,4019694374.34,12377332555.82,34,India,2011,16.99
1654,Fintech,5,317552981.62,679184443.85,38,Australia,2001,164.81
1655,HealthTech,5,300008501.5,850509723.71,26,Germany,2014,89.23
1656,E-commerce,2,4645329884.5,7165968143.44,1,France,2019,34.03
1657,Fintech,1,1329213359.83,4365743133.16,10,Brazil,2016,162.29
1658,Fintech,6,1369426387.03,4409664889.13,14,France,2011,97.18
1659,AI,9,2585066280.63,11615347211.96,11,Brazil,2007,197.37
1660,AI,8,720673563.94,1920644606.02,10,France,2020,136.76
1661,Fintech,2,1110858491.39,2619827952.06,28,Canada,2015,16.73
1662,AI,1,633529926.56,2888007988.33,18,Singapore,2015,191.66
1663,Biotech,8,961573374.12,3512808012.83,23,Canada,2001,192.2
1664,AI,7,1106403991.44,2920605885.34,46,USA,2013,195.91
1665,SaaS,3,192108886.75,454496344.26,5,Brazil,2000,86.45
1666,Biotech,8,4898796222.04,11320632232.34,6,France,2006,134.13
1667,SaaS,9,3028261413.29,11229996702.35,5,Canada,2001,164.93
1668,EdTech,3,1159602539.03,4296148947.7,34,USA,2019,83.09
1669,EdTech,5,4619024074.9,10771051201.09,35,Brazil,2004,158.12
1670,Blockchain,9,2797459357.39,8083055922.64,13,UK,2016,103.87
1671,HealthTech,7,787907016.6,2785969213.65,42,France,2021,134.95
1672,EdTech,7,1041834468.15,2127121862.21,4,Australia,2004,119.18
1673,EdTech,1,4990337185.21,9138507328.59,36,USA,2023,40.24
1674,Blockchain,9,4407143752.13,13452385335.49,14,Singapore,2010,11.45
1675,EdTech,4,2561639453.85,9146952356.33,44,Brazil,2010,8.28
1676,HealthTech,8,544706170.57,953484012.03,47,Singapore,2013,45.39
1677,HealthTech,9,1357055690.31,6763418120.55,28,Canada,2020,91.78
1678,Blockchain,3,4316012390.22,6876262319.04,6,Singapore,2004,75.58
1679,HealthTech,1,2168197638.5,4109470596.0,49,USA,2002,134.07
1680,HealthTech,10,1024861798.75,4207204039.25,13,Germany,2014,41.81
1681,EdTech,1,4386035955.61,8146909293.3,32,India,2003,185.74
1682,E-commerce,7,4104801465.12,19502464538.04,15,China,2005,20.18
1683,HealthTech,2,4887606150.3,11350079171.71,43,India,2021,127.72
1684,HealthTech,5,2282851342.92,5120223355.19,4,UK,2017,199.97
1685,AI,3,3103085751.23,13673485576.26,13,Brazil,2003,25.44
1686,EdTech,7,4412844917.08,8941966579.24,44,France,2020,169.32
1687,SaaS,6,3567719961.31,14285616420.39,43,Australia,2016,63.99
1688,AI,5,3724241680.3,9339294977.78,13,Brazil,2010,67.11
1689,SaaS,4,2724744023.83,13318946376.45,12,Brazil,2007,25.69
1690,Fintech,9,4752634012.1,22930720101.49,24,Brazil,2000,194.77
1691,AI,8,3645312627.42,11989689629.74,1,Australia,2018,179.74
1692,AI,5,3829566845.1,16342683779.05,31,Brazil,2007,71.24
1693,HealthTech,2,2696873774.51,7232126204.06,34,USA,2013,16.04
1694,Biotech,8,4551438245.66,16731555320.67,5,Australia,2021,105.31
1695,SaaS,8,2224054942.01,9877315554.15,17,China,2023,195.84
1696,Biotech,5,696507280.67,1078861209.74,50,Singapore,2018,128.41
1697,Fintech,6,621024302.85,2629075470.65,35,UK,2010,125.0
1698,Biotech,7,2789168398.14,13238774359.06,18,China,2011,44.28
1699,EdTech,1,2412850903.23,6279824526.76,48,India,2021,135.45
1700,EdTech,4,1421884005.83,2501578988.33,11,UK,2008,193.72
1701,SaaS,8,4827445121.82,15083519161.18,19,Canada,2008,133.39
1702,Biotech,10,147654663.53,269323767.39,26,China,2012,51.18
1703,Blockchain,3,2893179435.05,7275285341.86,43,UK,2008,176.36
1704,E-commerce,7,2210405021.35,9423167808.68,30,Canada,2013,182.94
1705,Fintech,5,3870050960.66,9870946751.81,49,China,2021,63.58
1706,AI,2,4740632224.44,13748864200.91,13,China,2011,139.35
1707,HealthTech,3,4322079240.22,19752954335.87,39,India,2013,186.96
1708,SaaS,7,1471831130.71,6384062743.64,10,Germany,2004,9.59
1709,E-commerce,8,4184251606.02,8295553386.69,2,Singapore,2000,110.92
1710,SaaS,9,152084806.53,598442863.18,7,France,2004,111.02
1711,HealthTech,4,602401673.36,1986253520.34,35,France,2010,186.06
1712,E-commerce,2,1637817755.08,3790754948.9,33,Australia,2023,151.47
1713,E-commerce,9,1270246738.15,5623719311.87,15,UK,2010,150.74
1714,EdTech,10,4737319012.66,22520649704.58,24,Canada,2000,97.03
1715,Blockchain,4,3810743780.16,12282488415.55,8,Brazil,2010,169.97
1716,E-commerce,5,1527266556.91,6352773033.83,38,France,2017,126.51
1717,SaaS,1,2537986482.81,8658356335.36,25,France,2005,125.82
1718,Biotech,5,597168862.35,1777449816.37,29,Canada,2011,120.4
1719,AI,5,1449237741.89,5815484076.82,42,UK,2017,116.36
1720,Blockchain,8,2769773733.33,12240964611.25,14,France,2002,112.2
1721,SaaS,4,1648856977.08,5142082580.9,48,USA,2020,62.99
1722,Fintech,8,1861308770.25,9062062075.14,39,USA,2022,68.34
1723,SaaS,9,772992052.31,2980342800.45,42,Singapore,2003,126.98
1724,Biotech,1,2327988929.13,8237590025.38,43,UK,2014,141.62
1725,Biotech,5,4253616901.71,19107220038.65,38,USA,2000,122.95
1726,E-commerce,5,3712546173.94,10812821985.13,30,India,2013,165.81
1727,EdTech,3,162456394.35,738584187.81,40,USA,2008,18.91
1728,HealthTech,5,711621704.19,2864475361.61,2,UK,2018,187.77
1729,EdTech,10,4923443878.96,9501548798.82,7,France,2015,100.17
1730,E-commerce,6,3771146953.94,18461461345.64,17,Australia,2017,75.77
1731,Blockchain,7,3770099128.98,7802390718.88,44,France,2002,187.07
1732,Fintech,9,3591692268.98,15387387557.15,5,Canada,2012,50.48
1733,AI,2,919417524.07,4176094407.05,23,India,2010,161.88
1734,Fintech,2,2237415738.97,7969532626.68,23,Singapore,2011,93.42
1735,E-commerce,1,4008177125.46,8959020892.32,1,Germany,2023,174.8
1736,Biotech,8,1835876501.71,4506025897.37,30,Brazil,2014,131.64
1737,AI,9,4598505777.87,8956127860.53,23,China,2020,188.03
1738,EdTech,10,1734629805.55,8414877007.87,47,India,2009,71.56
1739,HealthTech,8,1043114384.2,3221032506.16,29,China,2004,45.29
1740,Blockchain,9,4944072908.68,17765871421.96,45,Germany,2011,188.58
1741,AI,10,3388805439.92,5827812844.92,2,France,2007,74.51
1742,EdTech,8,1758757613.47,4640815983.75,15,Australia,2000,13.98
1743,Biotech,10,366130222.32,1416700559.46,30,China,2012,54.18
1744,Fintech,2,1238483994.79,3050470589.59,12,Australia,2018,179.42
1745,AI,5,914203047.24,1430483032.41,35,Canada,2021,12.68
1746,Blockchain,2,2000219742.74,3040259578.59,39,Germany,2002,151.33
1747,E-commerce,2,4742535766.24,10345298771.88,38,France,2015,6.03
1748,Blockchain,10,3618590132.14,13893436943.78,13,Canada,2018,162.64
1749,E-commerce,3,1912208944.82,4971005569.93,20,Canada,2019,183.28
1750,Biotech,7,3473039329.87,11692432822.1,7,USA,2001,80.63
1751,Biotech,8,2453184642.33,6466752912.75,40,Singapore,2014,150.19
1752,Fintech,9,3437872412.54,6429188726.67,1,Canada,2020,53.15
1753,Blockchain,8,3963142383.43,14721961552.54,41,UK,2017,86.63
1754,HealthTech,6,3263529682.02,5143716677.75,2,USA,2000,74.19
1755,SaaS,8,3273416553.21,6843311527.23,37,France,2007,176.7
1756,Blockchain,2,3049291447.27,12222978849.22,5,Canada,2001,136.48
1757,Fintech,7,3637636478.96,9800104867.39,38,Brazil,2006,116.05
1758,Fintech,9,1105548952.42,4931946434.19,48,USA,2009,132.15
1759,Biotech,5,4396719642.91,9571503146.78,19,Brazil,2011,69.65
1760,Biotech,9,3733431706.72,14539408016.97,3,India,2014,51.55
1761,Biotech,4,992388026.36,3954209220.47,36,Germany,2003,53.56
1762,EdTech,10,48560033.93,111704916.16,34,Singapore,2004,41.48
1763,Blockchain,2,2169636745.28,4854309502.12,10,Singapore,2011,46.06
1764,EdTech,7,4345216289.12,13518291194.76,12,Australia,2007,106.76
1765,E-commerce,3,4485997995.92,7860248842.01,25,Singapore,2016,60.11
1766,SaaS,4,4576254218.19,20984539652.2,8,France,2012,54.96
1767,EdTech,10,1092525700.05,4411536158.52,23,India,2022,121.9
1768,AI,4,4556245450.63,19467234092.53,25,UK,2006,90.78
1769,AI,7,1698903739.44,5291583103.13,25,Germany,2018,158.93
1770,Biotech,1,1399928513.44,5494860219.4,4,Canada,2019,35.14
1771,Biotech,6,2231969530.59,4564750257.0,48,Brazil,2021,185.39
1772,HealthTech,2,1269641874.57,2379651621.08,8,China,2002,146.23
1773,SaaS,8,3316593875.99,7984742268.8,36,Germany,2010,188.21
1774,HealthTech,1,4244437756.46,9442139989.07,40,India,2010,74.24
1775,AI,4,4416333814.59,13393796175.16,44,Germany,2013,75.76
1776,HealthTech,1,2777454036.94,10484017836.86,26,India,2011,151.21
1777,SaaS,1,1442671335.49,2645529538.44,49,India,2006,11.35
1778,Blockchain,1,2393150525.8,6320331909.07,47,Singapore,2014,49.18
1779,EdTech,1,611588327.49,1418336490.38,47,UK,2021,125.89
1780,Blockchain,9,2932447802.11,7708103274.33,15,Brazil,2006,49.8
1781,EdTech,8,743829669.78,1743075033.77,17,India,2009,97.25
1782,Blockchain,4,1734508442.67,5433998360.21,30,Germany,2012,126.44
1783,Blockchain,10,1981334537.79,5024367472.3,12,USA,2019,119.71
1784,SaaS,3,2836267290.81,10748297826.32,9,Australia,2007,178.22
1785,EdTech,4,295148578.59,1375604641.6,35,Germany,2010,183.96
1786,EdTech,7,2501553235.89,4728130928.13,15,Brazil,2000,38.32
1787,Blockchain,1,990986504.23,3287638867.75,40,Brazil,2000,163.22
1788,Biotech,6,372458251.12,695231786.54,4,China,2003,20.69
1789,HealthTech,9,538347032.34,1737523909.12,43,Germany,2016,125.2
1790,Biotech,4,2935814025.72,4847919544.06,19,USA,2010,22.8
1791,AI,2,4933705210.44,23314645170.16,7,UK,2023,106.4
1792,Blockchain,4,3684867744.86,12503397883.62,43,Canada,2016,102.7
1793,Fintech,5,3120559154.24,12048655852.71,31,India,2014,142.78
1794,AI,6,1682280605.82,3869349512.46,10,Singapore,2010,131.9
1795,SaaS,9,709451178.12,2067322953.07,2,Singapore,2007,17.21
1796,SaaS,2,1050010842.12,2974299098.76,1,UK,2000,36.53
1797,Blockchain,4,1973352933.85,8894446726.74,22,UK,2020,34.22
1798,EdTech,7,2300404092.89,3644941239.84,2,Australia,2014,116.41
1799,EdTech,6,583867642.36,2130583642.32,35,Australia,2007,9.47
1800,Fintech,2,1174764211.1,3740531912.35,23,Singapore,2006,141.9
1801,Blockchain,7,2232003716.73,9116656602.16,16,Canada,2014,80.79
1802,SaaS,3,170018823.02,572578023.7,44,India,2020,175.06
1803,HealthTech,2,3437418456.03,5246037842.65,20,Germany,2021,84.86
1804,AI,5,2469842242.46,11510063414.25,5,France,2019,72.5
1805,Biotech,4,4342399278.78,7893166243.28,16,UK,2020,135.24
1806,HealthTech,6,3806319737.7,7726245415.49,4,Germany,2010,180.86
1807,Fintech,7,4976301542.23,23990229653.46,3,Singapore,2023,169.13
1808,AI,2,4180417153.49,20441788414.09,32,France,2009,95.07
1809,AI,9,2092085735.73,10430414038.94,15,Singapore,2003,5.98
1810,EdTech,9,208927723.21,521626419.26,20,Canada,2002,125.57
1811,SaaS,7,1215512696.54,3838343820.35,38,Canada,2010,63.42
1812,Fintech,8,2626314395.73,13126401530.52,36,Canada,2006,89.43
1813,Fintech,1,3483485906.03,8887319583.29,33,Canada,2008,10.56
1814,SaaS,6,4208338113.89,20002727059.48,13,UK,2012,45.93
1815,Blockchain,10,4046890470.76,17163418273.63,43,Germany,2001,33.07
1816,AI,2,1944856754.96,7680708013.03,8,UK,2013,66.97
1817,E-commerce,7,4445699617.29,9964615516.17,22,USA,2021,62.51
1818,Biotech,2,1339244495.15,2740174960.84,43,Australia,2002,132.5
1819,Biotech,10,1516094351.89,7270817686.47,48,Australia,2005,22.46
1820,Biotech,7,4568503654.07,15480193613.16,31,Germany,2023,117.98
1821,Fintech,7,4525232372.12,8293579185.87,48,USA,2005,172.54
1822,SaaS,5,1591339285.46,2947680639.6,13,Germany,2015,188.21
1823,E-commerce,3,1817083378.14,4421325451.53,31,India,2012,26.34
1824,EdTech,4,1127305954.17,5361016012.16,23,UK,2017,94.03
1825,EdTech,1,73926858.24,179217962.77,21,UK,2021,108.83
1826,Blockchain,6,4059127648.36,7345331175.97,38,Brazil,2021,154.03
1827,Fintech,6,398455416.86,805094558.21,24,Australia,2009,165.26
1828,EdTech,3,527410703.53,992172823.95,16,India,2012,105.87
1829,Biotech,9,2358196522.12,5207100848.96,9,India,2017,156.97
1830,E-commerce,4,3367395897.68,9741927841.07,3,UK,2022,52.62
1831,AI,8,3189470067.18,8163776981.52,31,USA,2015,134.2
1832,SaaS,1,1160043136.04,3791851925.0,35,Germany,2012,25.58
1833,EdTech,7,1566789565.35,4260128244.14,21,Germany,2020,31.54
1834,Fintech,7,4942953941.66,13138349812.22,39,Germany,2010,32.73
1835,Blockchain,5,3172920626.69,12728488877.94,46,USA,2015,130.58
1836,SaaS,4,2855501468.12,8621452274.97,7,UK,2018,181.88
1837,Fintech,1,1633748553.85,4437117019.89,47,India,2012,140.08
1838,Fintech,8,1796986697.7,7670279603.42,33,Brazil,2001,142.76
1839,AI,5,1364024197.38,2984157973.9,23,China,2005,31.37
1840,Fintech,6,146645451.1,306142972.59,2,Germany,2000,151.65
1841,Biotech,8,2455456207.19,6292300551.75,40,France,2010,63.57
1842,AI,3,3401003465.19,5968174256.43,43,Brazil,2008,54.64
1843,E-commerce,5,2572245693.45,6450903077.58,40,Germany,2021,55.73
1844,AI,9,4568595259.87,9499133598.18,47,UK,2014,5.65
1845,E-commerce,5,25506451.85,121681590.38,34,Singapore,2001,186.15
1846,HealthTech,9,2550251767.47,8523669385.55,41,UK,2005,31.58
1847,E-commerce,9,1407439047.66,3279863474.09,35,India,2011,166.94
1848,SaaS,4,1963679226.7,6540008374.81,49,Australia,2005,69.85
1849,EdTech,6,524382752.55,2563628166.54,2,UK,2006,67.79
1850,E-commerce,2,1562729653.17,2686342404.27,16,UK,2005,39.21
1851,Blockchain,5,1487635679.38,2707684391.15,29,Canada,2012,102.38
1852,AI,10,4199631015.67,20469672294.94,37,China,2016,34.66
1853,Biotech,4,3791832249.52,15206331018.12,30,Singapore,2006,24.51
1854,EdTech,2,2145445614.28,4565702995.52,12,Australia,2015,26.82
1855,AI,4,2122261981.39,6156955972.35,16,Canada,2001,113.38
1856,Fintech,8,1727505627.26,4855907986.51,24,Singapore,2016,129.04
1857,Blockchain,1,1644877660.97,2489491853.99,49,Canada,2016,110.45
1858,HealthTech,5,1526412906.41,7130360635.0,17,Germany,2014,62.03
1859,SaaS,4,1514758164.95,6094787346.86,49,France,2015,123.47
1860,SaaS,3,2566592455.17,7270694107.34,15,Singapore,2016,182.46
1861,Biotech,4,3536373015.75,13695880674.87,26,Canada,2015,146.3
1862,SaaS,7,3912158438.02,14891878274.89,46,Brazil,2003,85.64
1863,Blockchain,2,4412897150.67,18308392790.75,2,Singapore,2016,188.29
1864,Blockchain,6,2927917953.44,9005345705.63,17,France,2008,78.57
1865,AI,8,361591792.04,1465723913.03,40,USA,2019,157.05
1866,Blockchain,5,4226762829.11,8683310068.18,41,France,2017,8.44
1867,EdTech,2,2992867977.2,14051654741.22,21,UK,2019,101.33
1868,SaaS,10,1851651701.96,8376191209.65,2,China,2000,168.94
1869,EdTech,9,4283055681.98,7143213933.56,40,India,2001,79.95
1870,Biotech,2,4197335642.66,17433956826.52,48,Germany,2010,110.87
1871,E-commerce,4,1795424211.18,3943550704.22,3,China,2005,191.67
1872,SaaS,2,936227264.92,3965655899.22,9,India,2020,93.23
1873,Fintech,4,2407282460.3,10938401178.43,48,UK,2013,136.02
1874,E-commerce,7,4239195629.63,12805848096.83,8,Australia,2001,24.35
1875,EdTech,3,4701081277.44,15876717697.63,29,Brazil,2004,74.37
1876,Blockchain,1,6199022.92,26105845.11,10,India,2000,67.07
1877,HealthTech,4,4521158791.5,12799270725.62,32,India,2002,148.36
1878,E-commerce,4,2291518041.7,4060524680.89,50,India,2014,112.01
1879,SaaS,7,3055956562.69,10050227413.01,20,Canada,2014,33.03
1880,Blockchain,6,877412069.41,4255051252.41,50,China,2010,169.94
1881,Blockchain,2,2874977823.59,9009669158.77,22,France,2001,105.89
1882,EdTech,9,4816923279.34,9095223692.86,38,USA,2011,97.53
1883,EdTech,3,4207713509.5,20643512054.9,50,Canada,2005,157.98
1884,Blockchain,2,1124335028.58,3610315205.94,40,Singapore,2023,78.8
1885,Fintech,10,3353566978.84,15224451186.97,21,Canada,2013,112.09
1886,Blockchain,6,1429128018.63,2223501307.72,28,France,2016,188.09
1887,Blockchain,1,4024992720.92,9120331784.64,19,Brazil,2017,88.28
1888,EdTech,7,3713590692.93,10125899288.7,14,Singapore,2004,172.16
1889,SaaS,4,2424426072.39,8331405067.35,11,Germany,2010,157.68
1890,AI,8,710738944.12,3099824410.72,15,Brazil,2002,94.18
1891,Fintech,4,4909976906.33,20062392787.67,30,USA,2019,34.35
1892,AI,9,3733267344.32,18099080914.82,24,UK,2014,72.27
1893,E-commerce,1,4404758585.75,15388433931.42,20,India,2004,146.72
1894,SaaS,6,1194918599.42,2577534812.8,48,India,2023,159.56
1895,AI,6,1721467663.17,4930949453.41,36,China,2009,128.93
1896,Biotech,4,4835741553.79,21988678839.53,26,USA,2008,144.9
1897,AI,2,2127866252.82,9946272286.78,13,China,2007,61.87
1898,EdTech,6,894277394.58,4434052945.87,50,Singapore,2021,120.53
1899,E-commerce,1,1074037400.66,2055252763.21,22,Australia,2008,118.49
1900,Fintech,1,810484844.94,2958942806.63,41,Singapore,2022,33.01
1901,Blockchain,6,1473152027.38,5909329742.69,14,Singapore,2018,127.59
1902,E-commerce,7,2048820764.56,9179533927.95,20,Singapore,2012,44.98
1903,SaaS,2,3348947675.37,5248902038.33,2,India,2022,68.33
1904,AI,3,1756755888.9,6169158165.96,38,Canada,2021,61.07
1905,SaaS,6,2998377625.7,9697361877.06,9,Canada,2004,131.39
1906,Fintech,3,2238792278.37,3504483436.36,12,France,2022,191.39
1907,E-commerce,1,4724841584.01,8602385007.83,42,Germany,2012,166.01
1908,E-commerce,10,2027466733.22,7110259638.53,42,Canada,2009,65.27
1909,Fintech,2,3577553732.59,5979444930.03,18,France,2016,24.69
1910,Blockchain,4,4305559175.57,11614618282.84,28,Singapore,2004,99.19
1911,EdTech,3,107260952.06,454577642.51,1,Singapore,2009,46.42
1912,SaaS,8,1110295207.39,4704804010.7,13,Singapore,2007,9.24
1913,AI,7,933064852.57,4251376710.02,45,Brazil,2006,119.9
1914,E-commerce,4,2687185589.57,10406598239.26,43,Germany,2017,151.41
1915,E-commerce,4,4604223633.31,22911367830.88,45,Brazil,2017,97.35
1916,Biotech,4,2174150777.62,3294194895.27,26,USA,2007,198.04
1917,AI,1,1930338888.45,4507609873.05,30,Canada,2004,49.4
1918,SaaS,2,3957398792.99,10387453596.59,26,Singapore,2002,138.96
1919,E-commerce,5,561378941.4,1161082332.75,13,China,2004,193.5
1920,EdTech,10,3176444270.58,6998199195.65,21,Australia,2002,14.0
1921,AI,7,4333256138.49,13968734717.16,30,China,2015,16.29
1922,Fintech,2,2895523376.6,11337656987.34,8,Canada,2006,25.77
1923,SaaS,4,1699159710.17,6382739945.77,47,India,2003,168.52
1924,Biotech,6,2214873395.15,8934050981.43,40,India,2021,28.63
1925,EdTech,10,927156615.35,1741455178.02,8,France,2016,199.83
1926,Biotech,7,1227764776.92,2043527347.68,49,Brazil,2018,92.3
1927,AI,5,3232794283.65,8380092901.41,17,India,2012,86.38
1928,Biotech,9,3531729768.33,7700695297.09,35,Australia,2017,185.77
1929,Biotech,10,2944273661.66,12322691953.94,4,India,2022,7.17
1930,Fintech,6,4664461993.8,10191827213.24,47,USA,2007,96.6
1931,Biotech,6,4262133122.7,10636045408.26,34,Canada,2002,20.08
1932,Biotech,2,4791310979.2,14182797470.14,47,Canada,2019,21.74
